EEG C3-A1	EEG O1-A1	EEG C4-A1	EEG O2-A1
-4.00390625	9.27734375	3.80859375	-1.07421875
-4.1015625	6.25	0.68359375	-4.98046875
-3.80859375	6.73828125	0.09765625	-5.56640625
-4.6875	5.46875	-1.66015625	-6.15234375
-4.39453125	5.37109375	-2.5390625	-5.56640625
-9.5703125	2.1484375	-7.51953125	-8.30078125
-12.59765625	0.9765625	-8.3984375	-9.9609375
-15.91796875	-3.90625	-12.3046875	-11.1328125
-17.3828125	-6.4453125	-13.18359375	-11.23046875
-17.3828125	-6.0546875	-13.57421875	-9.9609375
-18.359375	-5.37109375	-15.0390625	-9.5703125
-19.62890625	-3.02734375	-16.9921875	-4.8828125
-19.3359375	-0.09765625	-18.45703125	-1.953125
-17.67578125	0.68359375	-18.5546875	1.5625
-17.7734375	-1.85546875	-18.65234375	3.61328125
-15.91796875	-2.1484375	-17.08984375	2.44140625
-10.7421875	-2.44140625	-12.109375	5.17578125
-7.51953125	-2.24609375	-7.421875	5.2734375
0.78125	1.46484375	-1.5625	8.7890625
3.61328125	0.1953125	1.171875	7.32421875
6.25	-1.171875	2.24609375	6.0546875
9.08203125	-3.41796875	6.34765625	2.83203125
10.15625	-1.26953125	9.86328125	4.296875
9.5703125	-1.07421875	10.546875	4.00390625
12.01171875	4.6875	11.62109375	6.73828125
15.52734375	6.0546875	9.86328125	7.32421875
18.75	5.76171875	8.59375	5.859375
19.7265625	3.90625	11.71875	4.39453125
22.265625	4.8828125	18.06640625	6.93359375
18.9453125	1.5625	17.67578125	4.4921875
16.796875	2.05078125	17.87109375	3.41796875
16.796875	3.7109375	12.890625	1.953125
12.109375	2.24609375	8.59375	1.5625
9.86328125	3.125	6.54296875	2.9296875
8.30078125	2.9296875	6.73828125	6.54296875
5.2734375	1.171875	5.078125	7.51953125
6.34765625	1.26953125	7.6171875	9.08203125
6.54296875	1.07421875	9.765625	8.88671875
4.98046875	4.00390625	10.44921875	12.890625
5.37109375	3.61328125	8.3984375	12.890625
5.76171875	2.9296875	9.86328125	14.2578125
7.03125	4.58984375	7.421875	15.234375
5.859375	4.19921875	2.5390625	13.96484375
4.6875	6.640625	-3.90625	13.4765625
4.8828125	12.3046875	-8.984375	13.671875
4.6875	14.35546875	-12.59765625	15.0390625
7.6171875	15.234375	-10.15625	17.87109375
8.203125	18.1640625	-4.6875	19.04296875
7.6171875	15.625	-0.9765625	19.53125
8.88671875	14.6484375	4.4921875	18.1640625
11.81640625	13.76953125	7.71484375	16.9921875
10.9375	10.83984375 6.25	13.4765625
